iter,t,argmax_state,max_prob
,0,0,0.5076443
,1,0,0.97851616
,2,0,0.98962444
,3,0,0.9894564
,4,0,0.9892196
,5,0,0.9847844
,6,0,0.9675313
,7,0,0.98906165
,8,0,0.9882699
,9,0,0.9642423
,10,0,0.9844535
,11,0,0.9705283
,12,0,0.98446417
,13,0,0.9673856
,14,1,0.7603038
,15,0,0.92213476
,16,1,0.8959955
,17,1,0.9008237
,18,0,0.9743934
,19,0,0.9890032
,20,0,0.9883796
,21,0,0.9902823
,22,0,0.9889692
,23,0,0.9882791
,24,0,0.988348
,25,0,0.96068585
,26,0,0.990272
,27,0,0.9885011
,28,0,0.9903919
,29,0,0.9883489
,30,0,0.9903777
,31,0,0.9893593
,32,0,0.98938245
,33,0,0.9893347
,34,0,0.9874227
,35,0,0.96430683
,36,0,0.98923916
,37,0,0.98832405
,38,0,0.9894627
,39,0,0.9904158
,40,0,0.9883518
,41,0,0.9903523
,42,0,0.9882251
,43,0,0.98928344
,44,0,0.98802143
,45,0,0.94498754
,46,1,0.7621567
,47,0,0.96744007
,48,0,0.9875941
,49,0,0.96329695
,50,1,0.6849887
,51,0,0.96577156
,52,0,0.98887265
,53,0,0.9893831
,54,0,0.9879147
,55,0,0.98607534
,56,0,0.96075803
,57,1,0.9041206
,58,1,0.88586754
,59,0,0.91923666
,60,1,0.88929063
,61,1,0.8490481
,62,0,0.9720885
,63,0,0.99024355
,64,0,0.9883501
,65,0,0.99035245
,66,0,0.9883515
,67,0,0.9903496
,68,0,0.98824364
,69,0,0.9894347
,70,0,0.99050903
,71,0,0.98947525
,72,0,0.98907185
,73,0,0.9847373
,74,0,0.96655005
,75,1,0.6884897
,76,0,0.9616926
,77,0,0.98883575
,78,0,0.98830944
,79,0,0.95304286
,80,1,0.997114
,81,0,0.9219315
,82,1,0.7317724
,83,0,0.9309165
,84,1,0.92589766
,85,1,0.9448969
,86,1,0.9069381
,87,0,0.97053105
,88,0,0.9860359
,89,0,0.9665578
,90,1,0.86629874
,91,0,0.97066116
,92,0,0.96223384
,93,1,0.74923295
,94,0,0.9429799
,95,1,0.71841776
,96,0,0.9644494
,97,0,0.9872928
,98,0,0.985995
,99,0,0.9601126
,100,0,0.94801563
,101,0,0.96851426
,102,0,0.98554516
,103,0,0.9706137
,104,1,0.67269725
,105,0,0.9688533
,106,0,0.9597972
,107,1,0.9622151
,108,1,0.950627
,109,0,0.97226924
,110,0,0.9770669
,111,0,0.53456366
,112,1,0.8193365
,113,0,0.94158703
,114,1,0.7055861
,115,0,0.97596794
,116,0,0.98902684
,117,0,0.986314
,118,0,0.9669088
,119,1,0.68496686
,120,0,0.96575725
,121,0,0.98887366
,122,0,0.98942107
,123,0,0.9892739
,124,0,0.98838574
,125,0,0.99045515
,126,0,0.989376
,127,0,0.9882677
,128,0,0.99013084
,129,0,0.98478496
,130,0,0.9655478
,131,1,0.7264544
,132,0,0.93106234
,133,1,0.92663413
,134,1,0.9513852
,135,1,0.9449946
,136,1,0.92630833
,137,0,0.93149924
,138,0,0.9899197
,139,0,0.98948395
,140,0,0.9870793
,141,0,0.95644224
,142,0,0.9495703
,143,1,0.91027623
,144,1,0.9404406
,145,1,0.87795395
,146,0,0.9611878
,147,0,0.98863804
